OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
8,1768,2,866,866,2,7,2007,2007,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,212000
7,2260,2,1306,1306,2,7,1996,1997,RL,PAVE,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,328000
7,1240,3,1240,1240,2,5,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,194000
8,2531,3,1318,1328,2,9,1995,1995,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,LWQ,ALQ,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,290000
9,2822,3,1734,1734,3,12,2008,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,GD,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,RFN,TA,TA,Y,NEW,PARTIAL,582933
6,1069,2,1069,1069,2,4,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,127500
5,1086,2,1086,1086,1,6,1954,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,BLQ,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,144900
6,1571,2,799,799,2,7,1993,1994,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,178000
6,1012,1,1012,1012,1,6,1920,1950,RM,PAVE,REG,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,TA,Y,FUSEA,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,118400
5,1098,1,1098,1098,1,6,1955,1955,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,135000
6,1114,2,1114,1114,1,6,2003,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAE,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,155000
9,1668,3,1626,1668,2,7,2002,2002,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,285000
5,1558,1,910,910,1,6,1950,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,FUSEA,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,152000
5,860,2,840,860,1,4,1982,1982,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SFOYER,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,137000
8,2526,3,1165,1203,2,8,1994,1994,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,290000
6,1456,2,728,728,2,8,2005,2005,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,176000
7,1352,2,1352,1352,2,5,2006,2007,FV,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,EX,GD,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,208900
5,827,1,0,827,1,5,1955,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,EX,Y,SBRKR,TA,MOD,PO,DETCHD,UNF,TA,TA,Y,WD,NORMAL,107500
5,835,1,458,835,1,5,1920,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,ALQ,UNF,GASA,FA,N,SBRKR,TA,TYP,NAN,BASMENT,UNF,FA,TA,Y,COD,ABNORML,83000
8,1574,3,1574,1574,2,7,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,232000
8,1228,2,1228,1228,2,5,1988,1989,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,189000
5,1336,1,1165,1336,1,5,1953,1953,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,2FMCON,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,MN,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,157000
7,1820,2,864,902,1,8,1965,1988,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,TA,TA,CBLOCK,TA,TA,GD,ALQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,201800
5,792,1,768,792,1,5,1924,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,FA,FA,N,WD,NORMAL,109500
5,694,1,440,694,1,4,1913,2002,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,LWQ,UNF,GASA,TA,N,SBRKR,GD,TYP,GD,DETCHD,UNF,GD,TA,P,WD,NORMAL,90350
4,630,0,630,630,1,3,1970,1970,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,SFOYER,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,BLQ,GLQ,GASA,GD,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,84500
7,2097,2,1108,1108,2,8,1998,1998,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,DETCHD,RFN,TA,TA,Y,WD,NORMAL,274300
6,1279,2,1196,1279,2,6,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,FA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,171500
9,2504,3,1122,1134,2,11,2005,2007,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,GD,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,325000
7,1277,2,1277,1277,1,5,1970,1970,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,FLAT,TAR&GRV,NAN,TA,GD,CBLOCK,TA,GD,GD,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,PO,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,167000
5,954,1,920,954,1,5,1938,1950,RL,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,PCONC,FA,FA,NO,UNF,UNF,GASA,EX,Y,SBRKR,FA,TYP,GD,BASMENT,UNF,FA,TA,Y,WD,NORMAL,119750
7,1826,1,910,916,1,7,1915,2005,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,EX,MIN2,GD,ATTCHD,UNF,FA,FA,Y,WD,NORMAL,155000
7,1242,2,1242,1242,1,6,1973,1973,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,FA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,175500
8,1646,3,1638,1646,2,6,2006,2007,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,248900
7,1576,2,770,778,2,6,2006,2006,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,GD,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,197000
8,2028,3,1868,2028,2,7,2005,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,369900
7,1660,2,831,831,2,7,2002,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,195000
8,2704,2,1952,2000,2,9,1972,1995,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,GD,TA,CBLOCK,GD,TA,GD,GLQ,UNF,GASA,GD,Y,SBRKR,EX,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,345000
4,1768,0,1768,1768,2,8,1968,1968,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,N,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,136500
6,1478,2,1478,1478,1,6,1957,1957,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,REC,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,156500
5,1803,2,1134,1803,2,8,1957,2000,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKCMN,TA,TA,CBLOCK,TA,TA,NO,REC,BLQ,GASA,EX,Y,SBRKR,TA,MAJ1,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,155000
8,1554,2,1554,1554,2,6,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,GD,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,209500
5,1800,0,1800,1800,2,10,1961,1961,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,ARTERY,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,N,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,141000
6,1362,2,1362,1362,2,6,2005,2006,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,194700
7,1442,2,910,1442,2,6,1990,1991,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,179900
4,1040,2,1064,1040,1,5,1963,1963,RL,PAVE,REG,HLS,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,GD,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,132250
5,882,1,0,882,1,4,1956,1956,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,NAN,NAN,NAN,NAN,NAN,GASA,GD,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,97000
6,1610,2,1610,1610,2,6,1977,2001,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,TA,TA,MN,ALQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,205000
4,1663,2,1364,1663,1,6,1954,1994,RL,PAVE,IR1,LOW,ALLPUB,CULDSAC,MOD,NORM,NORM,1FAM,1STORY,FLAT,TAR&GRV,NAN,TA,TA,CBLOCK,GD,TA,GD,BLQ,UNF,GASA,EX,Y,SBRKR,GD,MIN1,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,256000
5,1712,2,1626,1712,2,8,1959,2005,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,LWQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,FAMILY,145000
6,987,1,483,483,1,5,1972,1972,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,PO,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,94500
7,1442,2,1424,1442,2,5,1990,1990,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,180500
8,2046,3,2046,2046,2,7,2008,2008,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,PCONC,EX,TA,MN,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,372500
6,1611,2,780,798,1,7,1964,1964,RL,PAVE,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,GD,GLQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,167900
5,1920,2,928,928,2,10,1948,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,DUPLEX,2STORY,GABLE,ROLL,STONE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,FA,Y,WD,NORMAL,137000
6,1493,2,1478,1493,2,7,1997,1998,RL,PAVE,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,208900
8,3194,2,965,1940,2,10,1934,1998,RL,PAVE,REG,HLS,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,BASMENT,UNF,TA,TA,Y,WD,ALLOCA,359100
4,1788,1,1104,1104,1,8,1957,1989,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,UNF,UNF,GASA,EX,Y,FUSEA,TA,MIN2,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,161500
5,789,1,768,789,1,5,1926,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5UNF,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GRAV,FA,N,SBRKR,TA,TYP,NAN,DETCHD,UNF,PO,PO,Y,WD,NORMAL,96500
6,1138,1,588,1138,1,6,1958,1958,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,HIP,COMPSHG,BRKFACE,TA,GD,CBLOCK,TA,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,145000
5,952,2,952,952,1,4,1951,1951,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,MN,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,COD,ABNORML,139000
6,1316,2,1316,1316,2,6,2005,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,169990
5,1466,2,1466,1466,1,6,1959,1959,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,FA,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,149900
5,1968,2,784,1168,2,7,1969,1969,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,AV,ALQ,LWQ,GASA,EX,Y,SBRKR,TA,MIN2,PO,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,172000
7,1895,2,712,1086,2,7,1994,1996,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,194500
6,1224,2,612,612,2,4,2009,2009,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,RFN,TA,TA,Y,NEW,PARTIAL,173733
9,3140,3,1926,1966,3,11,2008,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,485000
8,2473,3,1143,1143,2,9,2004,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,317000
8,1719,2,1719,1719,1,6,1993,1993,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,CON,NORMAL,324000
5,1535,2,0,1535,2,8,1979,1979,RL,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,FA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,ALLOCA,118964
6,1394,2,1394,1394,1,6,1963,1963,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,159000
7,1728,2,864,864,2,7,2004,2004,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,190000
7,1928,2,847,847,2,8,2003,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,219500
5,1044,2,540,1044,1,4,1952,1952,C (ALL),GRVL,REG,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,FA,TA,CBLOCK,TA,TA,AV,UNF,UNF,GASA,TA,N,FUSEA,FA,TYP,NAN,BASMENT,UNF,TA,TA,N,WD,ALLOCA,55993
8,1636,3,1623,1636,2,8,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,255000
7,1456,2,728,728,2,8,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,155835
4,1510,1,755,755,1,7,1940,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,MN,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,FA,PO,P,WD,NORMAL,108000
