OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice,Cluster
8,1634,3,1626,1634,2,7,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,250000,0
6,1710,2,832,832,2,7,1993,1993,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,RRNE,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,187000,0
8,1502,2,1488,1502,1,4,1985,1985,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,BLQ,GASA,TA,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,212000,0
7,1969,2,808,1161,2,8,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,POSA,NORM,1FAM,2STORY,MANSARD,WDSHAKE,NAN,TA,TA,CBLOCK,GD,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,190000,0
6,1072,2,547,1072,1,5,2005,2005,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,BASMENT,RFN,TA,TA,Y,WD,NORMAL,148000,0
8,1976,3,1976,1976,2,7,2006,2007,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,EX,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,440000,0
8,1652,2,1494,1652,2,6,2000,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,251000,0
5,970,2,970,970,1,5,1963,1963,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,132500,0
6,1493,2,1478,1493,2,7,1997,1998,RL,PAVE,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,208900,0
9,2643,3,2153,2069,2,9,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,EX,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,380000,0
8,1718,3,1705,1718,2,7,2007,2008,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,297000,0
4,1131,2,907,1131,1,7,1937,2000,RM,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKCMN,TA,TA,BRKTIL,FA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,ALLOCA,89471,0
9,1850,3,1833,1850,2,8,2004,2005,RL,PAVE,IR1,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,326000,0
9,1792,3,1792,1792,2,6,2003,2004,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,374000,0
7,1826,1,910,916,1,7,1915,2005,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,EX,MIN2,GD,ATTCHD,UNF,FA,FA,Y,WD,NORMAL,155000,0
6,1216,2,1216,1216,2,5,1998,1998,RM,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,TWNHS,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,164000,0
5,999,1,999,999,1,6,1962,2001,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,132500,0
5,1113,1,1113,1113,1,5,1950,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,147000,0
5,1073,2,1073,1073,1,6,1965,1965,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,156000,0
5,1484,2,1484,1484,2,7,1971,1971,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,175000,0
5,2414,2,954,1766,2,10,1900,1970,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,2FMCON,1.5FIN,GABLE,COMPSHG,NAN,TA,FA,CBLOCK,TA,FA,NO,BLQ,UNF,GASA,TA,N,FUSEA,TA,MOD,GD,ATTCHD,UNF,TA,FA,N,CONLD,NORMAL,160000,0
4,630,1,630,630,1,3,1970,2002,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,SFOYER,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,86000,0
5,1304,1,264,616,1,4,1976,1976,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,115000,0
6,1578,1,806,958,1,5,1941,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,REC,GASA,TA,Y,FUSEA,FA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,133000,0
6,1456,2,728,728,2,8,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,172785,0
5,1269,1,1269,1269,1,6,1960,1960,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,LWQ,GASA,TA,Y,FUSEA,TA,TYP,FA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,155000,0
5,886,1,190,886,1,4,1938,1996,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,FA,TA,NO,UNF,UNF,GASA,GD,Y,FUSEA,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,91300,0
4,720,0,720,720,1,4,1920,1950,C (ALL),PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,N,FUSEA,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,ABNORML,34900,0
8,3228,2,3200,3228,3,10,1992,1993,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,430000,0
7,1820,1,1026,1133,2,8,1925,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,GD,PCONC,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,N,WD,NORMAL,184000,0
5,899,1,864,899,1,5,1967,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,PCONC,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,130000,0
5,912,1,912,912,1,5,1958,1985,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,LWQ,GASA,FA,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,120000,0
6,1218,1,672,672,1,7,1973,1973,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,113000,0
7,1768,2,866,866,2,7,2005,2005,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,226700,0
5,1214,2,1214,1214,1,6,1965,1965,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,GLQ,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,FA,FA,Y,WD,NORMAL,140000,0
7,1801,2,1501,1801,2,6,1959,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,289000,0
6,1322,2,855,855,2,6,1974,1974,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,REC,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,147000,0
5,1960,2,960,960,2,10,1952,1952,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,DUPLEX,2STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,N,COD,NORMAL,124500,0
8,1911,2,777,1065,2,8,1993,1994,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,215000,0
6,1218,2,1218,1218,2,4,2009,2009,FV,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,208300,0
7,1378,2,689,689,2,7,1928,2005,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,TA,EX,BRKTIL,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,N,WD,NORMAL,161000,0
5,1041,1,1041,1041,1,6,1959,1959,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,124500,0
5,1363,1,1008,1363,1,6,1951,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKCMN,GD,TA,CBLOCK,TA,TA,NO,BLQ,REC,GASA,EX,Y,SBRKR,TA,MIN1,TA,CARPORT,UNF,TA,TA,Y,WD,NORMAL,164900,0
7,1368,2,1368,1368,2,6,2005,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,202665,0
5,864,2,864,864,1,5,1958,1958,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,129900,0
6,1080,2,1084,1080,1,5,1983,1983,RL,PAVE,REG,BNK,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,PCONC,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,134000,0
5,789,1,768,789,1,5,1926,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5UNF,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GRAV,FA,N,SBRKR,TA,TYP,NAN,DETCHD,UNF,PO,PO,Y,WD,NORMAL,96500,0
10,2020,3,2006,2020,2,9,2009,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,EX,TA,CBLOCK,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,402861,0
6,2119,2,689,1378,2,7,1972,1972,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,COD,ABNORML,158000,0
7,2344,3,1264,1277,2,7,1996,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,265000,0
6,1796,2,794,882,2,7,1998,1998,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,211000,0
7,2080,1,1276,1276,1,9,1926,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,GD,TA,BRKTIL,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,234000,0
4,1294,0,0,694,2,7,1900,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,2FMCON,2STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,NAN,NAN,NAN,NAN,NAN,GASA,TA,N,FUSEA,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,106250,0
6,1244,1,1244,1244,1,6,1957,1957,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,FUSEA,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,150000,0
6,1664,2,1004,1004,2,7,1947,1950,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,159000,0
10,4676,3,3138,3138,3,11,2007,2008,RL,PAVE,IR1,BNK,ALLPUB,INSIDE,GTL,POSN,POSN,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,184750,0
7,2398,3,1379,1383,2,8,1996,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,315750,0
7,1266,2,1257,1266,2,6,2005,2005,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,176000,0
5,928,1,928,928,1,4,1956,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,132000,0
9,2713,3,1452,1476,2,11,2008,2008,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,446261,0
4,605,0,528,605,1,5,1920,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,MN,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,86000,0
6,2515,2,2035,2515,3,9,1957,1975,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,MAJ1,TA,ATTCHD,RFN,TA,TA,Y,WD,ALLOCA,200624,0
6,1509,2,1461,1509,2,5,1988,1989,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,GD,TA,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,ABNORML,175000,0
6,1362,2,611,751,2,6,1920,1999,RM,PAVE,IR1,LVL,ALLPUB,FR3,GTL,RRNN,FEEDR,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,FA,FA,MN,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,FIN,TA,FA,Y,WD,NORMAL,128000,0
5,827,1,0,827,1,5,1955,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,EX,Y,SBRKR,TA,MOD,PO,DETCHD,UNF,TA,TA,Y,WD,NORMAL,107500,0
1,334,0,0,334,1,2,1946,1950,RL,PAVE,REG,LOW,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,FA,FA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,FA,N,FUSEF,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,39300,0
8,1414,2,707,707,2,6,2004,2004,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,EX,GD,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,178000,0
5,1347,0,1117,820,1,5,1910,1991,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,2FMCON,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,GD,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,107500,0
7,1724,2,880,880,2,8,1998,1999,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,188000,0
4,864,2,864,864,1,5,1972,1972,RL,PAVE,IR1,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,COD,NORMAL,111250,0
5,1159,1,1051,1159,1,7,1968,1968,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,158000,0
8,1601,2,1581,1601,2,6,2001,2002,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,272000,0
9,1838,3,1838,1838,2,8,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,EX,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,315000,0
8,2285,3,969,997,2,8,2000,2000,RL,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,248000,0
7,1680,2,1650,1680,2,7,1998,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,EX,TA,NO,LWQ,GLQ,GASA,EX,Y,SBRKR,GD,MAJ1,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,213250,0
7,767,1,723,767,1,4,1998,1998,RH,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,SFOYER,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,AV,GLQ,LWQ,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,133000,0
